NetworkScore,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited,region_East,region_North,region_South,region_West,gender_Female,gender_Male,gender_Other
0.9394,0.5385,0.4,0.2311,0,0,1,0.309,0,1,0,0,0,0,0,1
0.303,0.7692,0.7,0.2181,0,0,1,0.229,0,0,1,0,0,1,0,0
0.1616,0.9423,0.95,0.7913,0,0,0,0.6675,1,1,0,0,0,1,0,0
0.0505,0.7692,0.2,0.3099,0.3333,0,1,0.0939,0,0,0,1,0,0,1,0
0.3939,0.9231,0.2,0.3709,0,1,1,0.737,0,1,0,0,0,0,1,0
0.0707,0.4423,0.25,0.9882,0,0,1,0.3841,1,1,0,0,0,1,0,0
0.2727,0.6923,0.8,0.6276,0.6667,1,0,0.412,1,1,0,0,0,1,0,0
1,0.6346,0.1,0.515,0,1,0,0.2481,0,1,0,0,0,1,0,0
0.3838,0.5962,0.4,0.7793,0.6667,0,0,0.6357,1,0,1,0,0,0,1,0
0.3939,0.9808,0.2,0.8522,0.6667,0,1,0.8073,1,0,1,0,0,1,0,0
0.9495,0.0769,0.45,0.5152,1,0,1,0.6521,1,1,0,0,0,0,1,0
0.2323,0.6346,0.7,0.4997,0.3333,1,1,0.9926,1,1,0,0,0,1,0,0
0.8485,0.3462,0.8,0.3162,0.3333,1,0,0.6506,0,0,1,0,0,0,1,0
0.3232,0.4038,0.25,0.853,0,1,0,0.6108,0,0,1,0,0,0,1,0
0.1414,0.1538,0.8,0.6817,0.6667,1,0,0.4372,0,0,1,0,0,0,0,1
0.9899,0.3269,0.6,0.0382,0,0,0,0.659,0,0,1,0,0,0,0,1
0.5758,0.0769,1,0.056,0.6667,0,1,0.0861,1,0,1,0,0,1,0,0
0.1717,0.8077,0.75,0.6474,0.3333,0,0,0.4982,1,0,0,1,0,1,0,0
0.7677,0.9231,0,0.2022,0.6667,1,1,0.6539,0,0,1,0,0,0,0,1
0.4343,0.4808,0.85,0.9182,0,0,1,0.1063,0,0,1,0,0,0,1,0
0.0404,0.7115,0,0.227,0.6667,1,1,0.3595,0,0,0,0,1,0,0,1
0.6768,0.0192,0.75,0.7687,0,0,1,0.2252,1,0,1,0,0,1,0,0
0.7778,0.2885,0.3,0.8306,1,1,0,0.2589,1,1,0,0,0,0,1,0
0.1111,0.6731,0.35,0.2603,1,1,1,0.1803,1,1,0,0,0,1,0,0
0.1818,0.2115,0.15,0.6342,1,1,0,0.82,1,0,1,0,0,0,0,1
0.5354,0.6538,0.95,0.0085,0,1,0,0.9281,0,0,0,1,0,0,1,0
0.3535,0.2115,0.5,0.2472,1,0,0,0.1449,1,0,0,1,0,1,0,0
0.697,0.4038,0.85,0.0408,0,0,0,0.34,0,0,1,0,0,0,1,0
0.7778,0.0192,0.1,0.6182,1,1,1,0.4646,0,1,0,0,0,0,0,1
0.697,0.75,0.55,0.4084,0.3333,0,1,0.8462,0,0,0,0,1,0,1,0
0.5152,0.9423,0.65,0.0426,0,0,1,0.036,1,0,1,0,0,1,0,0
0.3737,0.1154,0.85,0.1189,0.6667,0,1,0.2397,0,1,0,0,0,0,1,0
0.7677,0.1538,0.8,0.019,0.3333,0,0,0.4721,1,0,0,1,0,0,0,1
0.5152,0.0192,0.2,0.1678,0,0,0,0.9547,0,0,0,1,0,0,1,0
0.3636,0.9038,0.3,0.6099,0.3333,1,1,0.3036,0,0,0,1,0,0,1,0
0.7475,0.1731,0.45,0.835,0.6667,0,0,0.0381,1,0,0,1,0,1,0,0
0.0909,0.7308,0.5,0.0124,1,1,0,0.4886,1,0,1,0,0,1,0,0
0.5556,0.4615,0.3,0.981,0,0,0,0.9103,0,0,0,0,1,0,0,1
0.3232,0.9231,0.55,0.1378,1,1,1,0.6891,0,0,0,1,0,1,0,0
0.0505,0.1731,0.5,0.2166,1,1,1,0.7154,1,1,0,0,0,0,1,0
0.5455,0.7692,0.1,0.3025,0,1,1,0.2092,0,1,0,0,0,0,0,1
0.697,0.2115,0.9,0.1519,0.6667,1,0,0.4486,0,1,0,0,0,0,0,1
0.8485,0.9808,0.65,0.5938,0.6667,0,0,0.6324,1,0,0,1,0,0,1,0
0.9899,0.5769,0.5,0.9175,1,1,0,0.4565,1,0,0,0,1,0,0,1
0.2727,0.9038,0.8,0.2463,0.6667,1,0,0.0338,0,0,0,0,1,1,0,0
0.8788,1,0.2,0.3356,1,1,1,0.503,0,0,1,0,0,0,1,0
0.697,0,0.7,0.841,0.3333,1,0,0.8713,0,1,0,0,0,0,0,1
0.8687,0.9231,0.05,0.9226,1,0,0,0.3481,1,1,0,0,0,0,1,0
0.7475,0.4038,0.1,0.0083,0.3333,1,1,0.566,0,1,0,0,0,0,0,1
0.6364,0.6731,0.3,0.153,1,0,1,0.491,0,0,1,0,0,1,0,0
0.0404,0.5192,0.45,0.4389,1,1,1,0.4073,1,0,0,0,1,1,0,0
0.101,0.3462,0.7,0.1541,0,1,1,0.2435,0,1,0,0,0,0,0,1
0.8788,0.5,0.4,0.7258,0,1,1,0.5376,0,1,0,0,0,0,0,1
0.202,0.4231,0.8,0.2584,0.3333,0,1,0.6582,0,0,1,0,0,0,1,0
0.5859,0.8654,0.35,0.5745,1,0,1,0.8059,0,1,0,0,0,0,1,0
0.5051,0.9615,0.3,0.1944,0,0,1,0.3323,0,1,0,0,0,0,0,1
0.8182,0.4231,0.2,0.0829,0,1,0,0.7851,0,0,0,1,0,0,1,0
0.1111,0.5385,0.45,0.3658,0.6667,0,0,0.7665,0,0,0,1,0,0,1,0
0.0606,0.8462,0.6,0.8622,0,1,1,0.5249,1,1,0,0,0,0,1,0
0.8283,0.8077,0.8,0.2554,1,0,1,0.047,0,0,1,0,0,0,1,0
0.202,0.8269,0.85,0.5986,0,0,0,0.0678,1,0,0,1,0,1,0,0
0.8687,0.1154,0.2,0.7432,0.3333,0,0,0.3138,1,1,0,0,0,1,0,0
0.3434,0.3654,0.7,0.4624,0,0,0,0.7327,0,0,1,0,0,0,0,1
0.4848,0.9231,0.95,0.819,1,0,1,0.2833,1,0,0,1,0,1,0,0
0.8182,0.0192,0.55,0.8019,0.3333,0,0,0.8686,1,0,0,0,1,0,0,1
0.9697,0.0769,0.5,0.186,0.3333,0,0,0.9104,1,1,0,0,0,1,0,0
0.202,0.8462,0.9,0.1064,1,1,0,0.5585,0,1,0,0,0,0,1,0
0,0.1731,0.2,0.5783,1,0,1,0.2047,1,1,0,0,0,0,1,0
0.0404,0.5962,0.85,0.3146,0.6667,1,1,0.6999,0,0,0,1,0,0,1,0
0.9899,0.0385,0.5,0.4895,1,1,1,0.5559,1,1,0,0,0,0,0,1
0.5657,0.1538,0.85,0.1942,1,0,1,0.5421,1,0,0,0,1,0,1,0
0.5354,0.5,0.45,0.6841,0,0,0,0.6406,1,0,1,0,0,0,0,1
0.1111,0.0192,1,0.8865,0.3333,0,0,0.9134,1,0,0,1,0,0,1,0
0.8788,0.0385,0.4,0.6955,1,1,0,0.3832,1,1,0,0,0,1,0,0
0.2222,0.2885,0.5,0.7311,0,0,0,0.2198,0,0,1,0,0,0,1,0
0.5152,0.0962,0.75,0.0818,1,0,1,0.4395,1,0,1,0,0,1,0,0
0.5152,0.2308,0.75,0.1557,0.3333,1,0,0.3298,1,0,1,0,0,0,1,0
0.8586,0.9038,0.65,0.3776,0,0,0,0.2947,0,0,0,1,0,0,0,1
0.7778,0.6923,0.7,0.6758,0,1,1,0.1173,1,0,0,0,1,1,0,0
0.5152,0.6538,0.95,0.4194,0.6667,0,0,0.6055,0,0,0,1,0,0,1,0
0.8485,0.9615,0.85,0.7014,0.6667,1,1,0.7976,0,0,1,0,0,1,0,0
0.5152,0.4038,0.65,0.5268,0.3333,0,1,0.3753,0,0,0,1,0,0,1,0
0.7576,0.9808,0.25,0.1211,1,1,0,0.8288,0,0,0,1,0,0,0,1
0.0505,0.4808,0.4,0.4879,0.6667,1,1,0.0647,1,0,1,0,0,1,0,0
0.0404,0.6923,0.25,0.0446,0.3333,1,1,0.469,1,1,0,0,0,1,0,0
0.9192,0.0577,0.85,0.3909,1,1,0,0.7108,1,0,1,0,0,0,0,1
0.8586,0.9615,0.25,0.4706,0,1,0,0.5975,1,0,0,1,0,0,1,0
0.2424,0.9038,0,0.9056,0,1,0,0.9943,1,1,0,0,0,0,0,1
0.9798,0.8077,0.8,0.1607,0,0,1,0.0212,0,1,0,0,0,0,1,0
0.4747,0.4423,0.85,0.5177,0.3333,1,1,0.9554,0,0,1,0,0,1,0,0
0.303,0.1923,1,0.9209,0,0,0,0.1564,0,0,0,1,0,0,1,0
0.5354,1,0.5,0.1037,1,0,0,0.8902,1,0,1,0,0,1,0,0
0.9192,0.6731,0.1,0.5368,0.3333,1,1,0.8138,0,1,0,0,0,0,0,1
0.4343,0.4808,0.95,0.2005,1,0,1,0.7128,0,0,1,0,0,1,0,0
0.5152,0.6923,0.85,0.3993,0,1,0,0.2482,0,0,0,0,1,0,0,1
0.3535,0.9038,0.9,0.8823,0,1,1,0.9792,0,0,1,0,0,0,1,0
0.3131,0.1538,0.2,0.3644,0,0,1,0.7766,0,0,0,1,0,0,1,0
0.798,0.5385,0.15,0.8837,0,1,1,0.7946,1,1,0,0,0,1,0,0
0.404,0.7115,0.9,0.4476,0,1,0,0.1662,1,0,0,1,0,0,1,0
0.1414,0.8462,0.8,0.5054,0.6667,0,0,0.4243,1,0,1,0,0,0,1,0
0.4444,0.8269,0.65,0.9835,0,0,0,0.1224,1,0,0,0,1,0,0,1
0.4343,0.5962,0.15,0.3801,0.6667,0,1,0.1908,1,1,0,0,0,1,0,0
0.3232,0.5577,0.1,0.2023,1,0,0,0.7801,0,0,0,1,0,0,1,0
0.9293,0.8269,1,0.1563,0.6667,1,0,0.3322,0,0,1,0,0,0,0,1
0.3737,0.0577,0.25,0.7179,0,0,0,0.9806,1,0,1,0,0,0,0,1
0.8485,0.75,0.65,0.9353,1,0,1,0.0848,0,0,1,0,0,0,1,0
0.4242,0.5769,0.8,0.5703,0.3333,1,1,0.6974,1,1,0,0,0,0,0,1
0.5758,0.8077,0.05,0.9069,0.3333,0,0,0.0702,1,0,0,1,0,0,0,1
0.0606,0.3846,0.9,0.8131,0.6667,0,1,0.4753,0,0,0,0,1,1,0,0
0.5152,0.1538,0.95,0.4991,0.6667,0,0,0.6311,0,1,0,0,0,0,0,1
0.5354,0.9615,0.2,0.6235,1,0,1,0.8737,0,0,0,1,0,0,1,0
0.5152,0.3654,0.7,0.7655,0.3333,0,1,0.8075,1,0,0,1,0,1,0,0
0.0505,0.4423,0.35,0.9489,0,0,1,0.4541,0,0,1,0,0,0,0,1
0.6061,0.3654,0.1,0.4253,0.6667,0,1,0.369,0,0,0,0,1,0,1,0
0.5152,0.4423,0.4,0.2826,0.3333,0,1,0.7543,0,0,0,1,0,0,0,1
0.8384,0.2308,0.45,0.465,0,0,1,0.3114,1,0,0,1,0,1,0,0
0.8485,0.8846,0.65,0.8956,0,0,0,0.959,1,1,0,0,0,0,0,1
0.1616,0.9808,0.25,0.5827,1,0,0,0.5486,0,0,1,0,0,0,0,1
0.1212,0.9231,0.95,0.6937,1,1,0,0.4733,1,0,1,0,0,1,0,0
0.6667,0.8846,0.45,0.228,0.3333,1,0,0.3145,1,0,1,0,0,1,0,0
0.5253,0.8846,0.5,0.8069,0.3333,1,0,0.7819,1,0,0,1,0,0,1,0
0,0.7692,0.65,0.6307,1,1,1,0.7515,0,0,0,0,1,0,1,0
0.8485,0.6923,0.8,0.9504,0.3333,1,1,0.4677,0,1,0,0,0,0,0,1
0.4242,0.4423,0,0.3829,0.6667,0,0,0.6685,0,0,0,1,0,0,0,1
0.3535,0.0192,0.65,0.6226,0.3333,1,0,0.4209,0,0,0,1,0,0,1,0
0.7172,0.7115,0.4,0.824,0,1,0,0.03,1,1,0,0,0,1,0,0
0.7071,0.5,0.5,0.7339,1,0,1,0.7877,1,0,0,1,0,0,1,0
0.404,0.5192,0.3,0.9479,1,1,1,0.5065,0,0,0,1,0,0,1,0
0.2424,0.1538,0.2,0.6717,0.3333,1,0,0.1802,1,0,0,1,0,0,1,0
0.6364,0.1154,0.25,0.768,1,1,0,0.1676,1,1,0,0,0,1,0,0
0.9899,0.5,0.25,0.4734,0,1,0,0.8303,0,0,0,1,0,0,1,0
0.4141,0.2692,0.95,0.1821,0,0,0,0.4372,1,0,0,0,1,1,0,0
0.3636,0.25,0.2,0.9388,0,0,1,0.9433,0,1,0,0,0,1,0,0
0.4646,0.6154,0.85,0.6743,0.3333,0,0,0.6606,0,0,0,1,0,0,1,0
0.101,0.6731,0.7,0.8572,0.3333,1,1,0.8685,1,1,0,0,0,1,0,0
0.0101,0.9423,0.65,0.0812,0.3333,1,1,0.0557,0,0,0,1,0,1,0,0
0.1818,0.5,0.4,0.5094,0,0,0,0.1358,1,0,1,0,0,0,0,1
0.1515,0.7885,0.7,0.881,1,1,1,0.9914,0,0,0,1,0,0,1,0
0.1212,0.3462,0.25,0.5374,0.3333,1,0,0.4982,1,0,1,0,0,1,0,0
0.8687,0.2115,0.45,0.2161,0.3333,0,0,0.0769,1,0,0,0,1,0,1,0
0.0606,0.5,0.95,0.4836,0.6667,0,1,0.3327,0,0,1,0,0,0,1,0
0.3131,0.3654,0.05,0.4452,0.6667,0,1,0.8278,1,0,0,0,1,1,0,0
0.899,0.9808,0.1,0.3589,0,1,1,0.4302,0,0,1,0,0,0,0,1
0.0303,0.7308,0.75,0.8468,1,1,1,0.5923,0,0,1,0,0,0,0,1
0.8081,0.1346,0.5,0.8021,0.6667,1,1,0.4982,1,0,0,0,1,1,0,0
0.6465,0.6923,0.4,0.0197,0.3333,0,0,0.7811,0,0,1,0,0,0,0,1
0.3737,0.9231,0.55,0.3225,1,0,1,0.3414,1,0,1,0,0,1,0,0
0.6061,0.5962,0.75,0.2657,0.3333,1,0,0.9915,0,0,0,1,0,1,0,0
0.5152,0.0769,0.25,0.7329,0.3333,0,0,0.982,1,0,1,0,0,1,0,0
0.899,0.4615,0.65,0.5271,0.3333,0,1,0.9783,0,1,0,0,0,0,0,1
0.404,0.5192,0.9,0.0451,0,0,1,0.4446,0,0,1,0,0,0,0,1
0.3131,0.4615,0.1,0.0563,0,1,0,0.4982,1,0,1,0,0,0,0,1
0.202,0.3077,0.85,0.298,0.3333,1,1,0.4559,1,0,0,0,1,0,0,1
0.7071,0.9423,0.8,0.7261,0,1,0,0.3377,1,0,1,0,0,0,0,1
1,0.25,0.95,0.9852,0,1,0,0.033,1,0,0,0,1,1,0,0
0.2828,0.3269,0.05,0.144,0.6667,0,1,0.4982,1,0,0,0,1,1,0,0
0.3636,0.3462,0.6,0.4522,0.3333,1,0,0.2078,1,0,0,0,1,0,0,1
0.2323,0.1538,0,0.6908,0.6667,1,1,0.4982,1,0,1,0,0,0,1,0
0.4747,0.8077,0.95,0.4758,0.3333,0,1,0.7341,0,0,0,1,0,0,0,1
0.697,0.6154,0.25,0.8656,1,1,0,0.9809,0,0,1,0,0,0,1,0
0.0707,0.1346,0.4,0.1696,1,0,1,0.3264,0,0,0,0,1,0,1,0
0.3737,0.4423,0.2,0.1836,0.3333,0,1,0.0519,0,1,0,0,0,0,0,1
0.697,0.5,0.8,0.5781,1,0,0,0.5579,0,0,0,0,1,1,0,0
0.3434,0.5769,1,0.8678,0.3333,1,0,0.169,1,0,0,1,0,0,0,1
0.0404,0.5,0.9,0.9998,0.6667,0,1,0.1848,0,0,1,0,0,0,1,0
0.0404,0.4423,1,0.5806,0.3333,0,0,0.4982,1,0,0,0,1,1,0,0
0.4949,0.6731,0.95,0.0566,0.3333,0,0,0.3182,0,0,1,0,0,1,0,0
0.3232,0.5769,0.85,0.53,0.6667,0,1,0.0069,0,0,0,1,0,0,1,0
0.798,0.3654,0.2,0.3758,1,1,1,0.9096,0,0,0,1,0,0,1,0
0.9495,0.5769,0.2,0.2477,1,0,0,0.4982,0,0,0,1,0,1,0,0
0.0606,1,0.6,0.5602,0,0,0,0.5088,1,0,0,1,0,0,1,0
0.4848,0.9808,0.2,0.8746,0.3333,0,0,0.6359,1,0,1,0,0,1,0,0
0.8586,0.3462,0.8,0.0078,0,0,1,0.1028,0,0,0,0,1,0,0,1
0.202,0.8077,0.35,0.0142,0.3333,1,1,0.9769,0,0,0,0,1,1,0,0
0.5354,0.0577,0.65,0.0233,0,0,1,0.3577,0,1,0,0,0,0,1,0
0.2323,0.6923,0,0.3547,1,1,1,0.7177,0,0,0,0,1,0,1,0
0.6364,0.7692,0.25,0.2942,0.3333,0,0,0.7575,0,0,0,0,1,1,0,0
0.8586,0.4615,0,0.4648,0.6667,1,1,0.5776,0,1,0,0,0,0,0,1
0.1818,0.8462,0.8,0.1696,0,1,0,0.4982,0,0,1,0,0,0,1,0
0.5152,0.3269,0.15,0.5811,0,1,0,0.5303,0,0,1,0,0,1,0,0
0.3636,0,0,0.1708,0,0,0,0.4982,0,0,0,0,1,0,0,1
0.4949,0.2692,0,0.3734,0,1,1,0.3297,0,0,0,0,1,1,0,0
0.3636,0.1923,0.2,0.6889,0.3333,0,1,0.8071,1,0,1,0,0,0,1,0
0.1616,0.3077,0,0.2957,1,0,1,0.1392,0,0,0,1,0,0,0,1
0.101,0.4231,0.15,0.137,1,1,1,0.0696,0,1,0,0,0,0,0,1
0.5253,0.5385,0.5,0.5008,0.3333,1,0,0.5386,1,1,0,0,0,0,0,1
0.0303,0.0769,0.95,0.2325,0.6667,0,0,0.4895,0,1,0,0,0,0,0,1
0.5152,0.1346,0.9,0.2375,1,1,1,0.4256,1,0,0,1,0,1,0,0
0.4545,0.6154,0.5,0.1688,0.3333,1,0,0.4933,1,0,0,0,1,1,0,0
0.3636,0.5,0.35,0.3313,0.3333,0,1,0.2477,0,0,0,0,1,1,0,0
0.4646,0.8269,1,0.955,0,0,1,0.6958,1,0,1,0,0,1,0,0
0.2424,0.8654,0.6,0.452,1,0,1,0.29,0,0,0,0,1,0,1,0
0.5556,0.4038,0.8,0.0142,0.3333,0,0,0.0741,0,1,0,0,0,0,0,1
0.0303,0.0192,0.65,0.491,0.3333,1,1,0.6,1,0,0,0,1,0,0,1
0.899,0.4231,0.05,0.6826,0.6667,1,1,0.5007,0,0,0,1,0,0,0,1
0.8182,0.0962,0.8,0.6336,0,1,0,0.9913,1,0,1,0,0,0,0,1
0.1313,0.5962,0.2,0.4742,0.3333,1,0,0.5059,0,1,0,0,0,0,1,0
0.1313,1,0.9,0.4877,0.3333,1,1,0.791,1,0,0,0,1,1,0,0
0.8788,0.1154,0.75,0.6939,0.6667,0,0,0.2633,1,1,0,0,0,1,0,0
0.9293,0.2692,0.2,0.3407,0.3333,1,0,0.9087,0,0,1,0,0,0,0,1
0.5152,0.5385,0.25,0.792,1,1,0,0.6929,1,0,0,0,1,0,0,1
0.0606,0.8846,0.7,0.9514,1,0,1,0.2185,0,0,0,1,0,1,0,0
0.1515,0.9231,0.2,0.527,0.6667,0,0,0.125,0,0,0,0,1,1,0,0
0.4949,0.5,0.4,0.0432,0.3333,0,1,0.2874,0,1,0,0,0,1,0,0
0.2525,0.2885,0.4,0.2898,0.6667,0,0,0.4039,1,1,0,0,0,1,0,0
0.6768,0.9038,0.85,0.3674,0.6667,0,0,0.1627,0,0,0,0,1,0,1,0
0.6869,0.9423,0.55,0.549,0,1,1,0.9276,0,1,0,0,0,1,0,0
0.9697,0.5,0.55,0.8526,0.6667,1,0,0.8913,0,0,1,0,0,0,1,0
0.4343,0.8077,0.45,0.7395,1,0,1,0.1145,0,0,1,0,0,0,1,0
0.2626,0.4615,0.85,0.699,0.3333,1,1,0.9965,0,1,0,0,0,0,1,0
0.4848,0.8462,0.95,0.3686,0.6667,1,0,0.9963,0,1,0,0,0,0,0,1
0.0909,0.5385,0.6,0.9041,0.6667,0,0,0.174,0,1,0,0,0,0,1,0
0.3232,0,0,0.3397,1,0,1,0.6417,1,0,0,0,1,0,0,1
0.2626,0.2885,0.35,0.4786,1,1,1,0.2508,1,1,0,0,0,0,1,0
0,0.3654,1,0.938,0,0,1,0.9091,0,0,0,0,1,0,1,0
0.6061,0.5,0.6,0.0467,0,0,1,0.7878,1,0,1,0,0,1,0,0
0.0808,0.9423,0.5,0.8506,0.6667,1,0,0.088,0,0,0,0,1,0,0,1
0.7576,0.9038,0.3,0.4504,0.6667,1,0,0.6657,1,0,1,0,0,0,0,1
0.7071,0.7885,0.35,0.4288,0.3333,1,1,0.4154,0,1,0,0,0,0,1,0
0.2525,0.6154,0.15,0.8721,0.3333,0,0,0.4982,0,0,1,0,0,0,1,0
0.0606,0.75,0,0.0482,0.6667,0,1,0.419,0,0,0,0,1,0,0,1
0.0505,0.2692,0.75,0.554,0.3333,1,0,0.3968,1,1,0,0,0,0,0,1
0.7778,0.5,0.35,0.7373,1,1,0,0.4585,0,1,0,0,0,0,0,1
0.9091,0.9423,0.3,0.237,0.6667,1,0,0.2972,0,1,0,0,0,0,0,1
0.6465,0.25,0.65,0.0742,1,0,1,0.7841,0,0,0,0,1,0,1,0
0.0909,0.1346,0.05,0.7315,0.6667,0,1,0.2381,0,1,0,0,0,0,1,0
0.3737,0.4231,0.8,0.2854,0,0,1,0.6528,0,0,0,1,0,1,0,0
0.4444,0.8462,0,0.4437,0.6667,0,0,0.8898,1,0,0,0,1,1,0,0
0.5859,0,0.35,0.9089,0.6667,0,1,0.2748,1,0,0,0,1,0,0,1
0.0808,0.9808,0.95,0.6914,0.3333,1,0,0.3133,1,0,0,1,0,0,1,0
0.5354,0.5769,0.65,0.4387,1,0,0,0.9134,0,1,0,0,0,0,0,1
0.6162,0.75,0.9,0.0366,0.3333,0,0,0.4769,1,1,0,0,0,1,0,0
0.3939,0.5,0.6,0.3644,0.6667,0,1,0.4982,0,0,0,0,1,0,1,0
0.1818,0.5,0.15,0.8831,0,0,0,0.5156,1,0,1,0,0,1,0,0
0.4848,0.2115,0.95,0.0153,1,0,1,0.805,0,0,0,0,1,1,0,0
0.8182,0.6731,0.3,0.0268,1,0,1,0.0987,0,0,0,0,1,1,0,0
0.1818,0.9615,0.2,0.3065,1,1,1,0.6055,0,0,1,0,0,0,0,1
0.1616,0.3462,1,0.6335,0.3333,1,0,0.9996,1,0,0,0,1,0,0,1
0.5758,0.8462,0.2,0.1307,0,0,0,0.0373,0,0,0,1,0,0,1,0
0.7273,0.9808,0.8,0.0236,0,0,1,0.5232,0,0,0,0,1,0,1,0
0.101,0.2308,0.3,0.4675,0.6667,1,0,0.6632,1,1,0,0,0,1,0,0
0.1818,0.1346,0.3,0.9642,1,0,0,0.9983,1,0,1,0,0,1,0,0
0.5455,0.8654,0.25,0.7724,0,1,1,0.3225,0,1,0,0,0,0,1,0
0.6869,0.4808,0.5,0.9273,0.6667,0,1,0.4516,1,1,0,0,0,1,0,0
0.7677,0.3077,0.6,0.2578,1,0,1,0.2666,0,0,0,0,1,0,1,0
0.2828,0.9231,0.4,0.0554,0,1,0,0.9717,1,0,0,1,0,1,0,0
0.6364,0.1154,1,0.5699,1,1,0,0.3336,1,0,1,0,0,0,1,0
0.8384,0.0962,0.85,0.1124,1,1,0,0.5874,1,0,0,0,1,0,0,1
0.4444,0.6346,0.35,0.088,0.6667,0,1,0.6562,0,0,0,0,1,0,1,0
0.4141,0.5769,0.8,0.6598,0.3333,0,0,0.3473,0,1,0,0,0,0,0,1
0.0505,0.1731,0.5,0.3223,0.3333,0,1,0.31,1,1,0,0,0,1,0,0
0.8586,0.4808,0.6,0.0755,0,1,0,0.5988,0,0,1,0,0,1,0,0
0.3636,0.1154,0.55,0.9054,0,1,1,0.7482,1,1,0,0,0,0,1,0
0,0.4423,0.4,0.4527,0.6667,1,0,0.202,1,0,0,0,1,1,0,0
0.303,0.0577,0.75,0.678,0,1,1,0.123,0,1,0,0,0,0,1,0
0.7172,0.8654,0.65,0.0455,0,0,1,0.7934,0,0,1,0,0,0,1,0
0.8485,0.0577,0,0.2521,0,1,1,0.1313,1,0,0,0,1,0,0,1
0.3333,0.8846,0.65,0.465,0,0,0,0.3962,1,1,0,0,0,1,0,0
0.0707,0.9808,0.4,0.2788,0,1,1,0.1043,0,0,0,0,1,0,0,1
0.8788,0.2115,0.05,0.9176,0.3333,1,1,0.3539,0,0,1,0,0,0,1,0
0.3636,0.8462,0.1,0.1448,1,1,1,0.9217,0,0,0,1,0,1,0,0
0.2929,0.7115,0.1,0.0591,0.6667,0,1,0.5051,0,0,0,0,1,0,1,0
0.3636,0.8462,1,0.4566,0.3333,1,0,0.4361,1,0,0,1,0,1,0,0
0.3737,0.7885,0,0.8373,1,1,0,0.149,0,0,0,0,1,0,0,1
0.2929,0.4231,0.9,0.9394,0.3333,0,0,0.953,1,0,0,0,1,1,0,0
0.8485,0.5,0.85,0.5395,0.6667,1,1,0.5397,1,0,0,0,1,1,0,0
0.202,0.5192,0.25,0.6284,0.3333,0,0,0.3734,1,0,0,0,1,0,0,1
0.5556,0.0577,0.45,0.3276,1,0,0,0.616,0,0,0,1,0,1,0,0
0.0303,0.8077,0.3,0.5224,0.6667,0,1,0.7675,0,0,0,1,0,0,1,0
0,1,0.15,0.3552,0.3333,1,1,0.3121,0,0,0,0,1,1,0,0
0.0202,0.6731,0.85,0.7092,0.6667,0,0,0.6362,0,0,0,0,1,0,1,0
0.8182,0.4615,0.35,0.6254,1,0,1,0.6859,0,0,1,0,0,1,0,0
0.9192,0.3077,0.9,0.3436,0.6667,1,0,0.3764,1,0,0,1,0,0,0,1
0.202,0.5192,0,0.8836,0.6667,1,0,0.0251,0,1,0,0,0,0,1,0
0.7879,0.0769,0.1,0.1991,0.6667,1,0,0.6838,1,0,0,0,1,0,1,0
0.4141,0.8462,0.25,0.9674,0.3333,1,0,0.2102,1,0,1,0,0,0,1,0
0.404,0.7115,0.8,0.1678,1,0,1,0.0766,1,0,1,0,0,1,0,0
0.0303,0.9615,0.1,0.6865,0.3333,0,1,0.4383,0,1,0,0,0,0,0,1
0.6162,0.2692,0.65,0.9376,0.6667,1,0,0.8308,1,0,0,0,1,1,0,0
0.1111,0.9231,0.85,0.1655,0.6667,1,0,0.7056,1,0,0,1,0,1,0,0
0.6768,0.6923,0.4,0.8519,0.6667,0,0,0.084,1,0,1,0,0,1,0,0
0.697,0.5,0,0.3526,0.6667,0,0,0.1454,0,1,0,0,0,0,0,1
0.2727,0,0.3,0.7582,1,1,0,0.1216,0,1,0,0,0,0,0,1
0.5556,0.9231,0.1,0.661,0.6667,0,1,0.2344,0,1,0,0,0,1,0,0
0.3333,0.5192,0.1,0.1453,0,0,1,0.0953,0,0,0,0,1,0,0,1
0.8889,0.0962,0.9,0.7651,0.6667,1,0,0.1434,1,0,0,1,0,1,0,0
0.6061,0.5577,0.95,0.523,0.6667,1,0,0.3419,1,0,0,1,0,0,0,1
0.6768,0.2308,0.65,0.8247,0.6667,1,1,0.0455,1,0,1,0,0,0,1,0
0.4444,0.4423,0.8,0.7897,1,1,1,0.1205,0,1,0,0,0,0,1,0
0.3333,0.1346,0,0.7111,0.6667,1,0,0.1798,1,1,0,0,0,0,0,1
0.8586,0.3654,0.05,0.0444,1,0,0,0.4982,1,0,1,0,0,1,0,0
0.5152,0.8846,0.85,0.8773,0,1,0,0.5066,0,0,0,0,1,0,0,1
0.6364,0.8269,0.55,0.4027,0.6667,0,1,0.1705,0,0,1,0,0,0,1,0
0.5556,0.8077,0.7,0.3842,0,1,1,0.495,0,0,0,0,1,0,0,1
0.5152,0.8654,0.75,0.9292,0.6667,1,0,0.1165,1,0,1,0,0,0,1,0
0.9495,0.6154,0.95,0.8886,0,1,1,0.048,0,0,1,0,0,1,0,0
0.3232,0.9423,0.8,0.258,1,1,0,0.4724,1,0,0,0,1,1,0,0
